title,sentence,score
더 배트맨,인간과 히어로의 중간 어디쯤인 배트맨..고담시 경찰과 공조수사를 펼치는 탐정같기도 하지만 시리즈를 이끌어내기 위한 스타트는 나쁘지 않다..^&amp;^,8
내가 잠들기 전에,긴장감 넘치는 스토리와 니콜키드먼과 콜린퍼스의 연기력이 돋보이는 영화,10
악마는 프라다를 입는다,죽은시인의 사회 의 말을 빌리고싶다.&amp;#39;카르페디엠&amp;#39;,8
오펀: 천사의 비밀,하찮은 남성들의 향연 연기로써는 훌륭할진 몰라도..,6
라이프 오브 파이,메타포 영화의 끝판왕 그저 고립은 없다.,9
세븐틴 파워 오브 러브 : 더 무비,나 아무래도 세븐티 힛 발라드ver 들으러 갈듯 ㅇㅇ 그리고 크인럽 도입부 전원우 ㅈㄴ 잘생김,10
음식남녀,전개도 이해안가고 인물들의 행동도 쌩뚱맞아서 공감도 안되었다,2
유다 그리고 블랙 메시아,빌 오닐 연기가 더 좋았는데.. 수상 불발된거 아쉽다,8
연애 빠진 로맨스,근래 본 최고의 로맨스 영화다..30대 이상은 충분히 공감하고 현실적인 영화.,10
공기살인,사회적인 소재를 이용한 억지 감동과 갑작스런 연계,4
불도저에 탄 소녀,결제비만 낭비햇네 복수할거면 확실히하던가 아니면 포기하던가 ㅡ ㅡ;; 불도저로 자기집은 다부셧으면 경찰차까지 부셔버릴줄알앗던게 그불도저로 회장집만 긁고만 끝나냐... 잃을게없는자의복수가 맞는건지 의문이다,2
모비딕,스토리가 몰입되고 재밌네요 워낙 좋은 배우들이 많이 나와서  연기가 좋습니다.,10
야차,좋은 배우들 데려다 이렇게밖에 못찍다니..감독의 한계..,6
더 배트맨,어둡다어두워그 흔한 미소 멜로없이3시간을 장황하게 만들어내니,10
로스트 시티,산드라블록 연기력 진짜 최고!! 액션 재미 스토리 다 좋았음,9
신비한 동물들과 덤블도어의 비밀,진짜 해리포터 덕후로서 이번 영화 전투 스케일 정말 크고 마법전투장면도 재밌었습니당!,10
인셉션,"&amp;#39;꿈 속의 꿈&amp;#39;이라는 소재를 바탕으로 만들어진 &amp;#39;영화에 대한 영화&amp;#39;, 고전적인 극 영화에 대한 헐리우드 블록버스터식 비유.",8
로건,"누군가를 떠나보내는 것은 이래야 한다는 듯이,",8
스텔라,연기력은 좋다... 그것 뿐이다... 개그요소도 좀있다... 그것 뿐이다... 이영화가 실패한이유는 불편하다...ㅡㅡ 이게 깡패들이 착한놈이고 이규형이 젤 빌런이네... 우선 손호준을 종일 불행하게 만들고 아빠도 불행하고 엄마도... 90년대 드라마도 이렇게 불행하게 만들진 않았을거같다... 그냥 평범하게 살면서 스텔라로 추억여행하고 좋은 추억쌓으면서 그과정에서 사람들하고 공감하고 그러면서 예전 추억찾는 영화였다면 이영화는 대박났을거다... 쉽게 갈영화를 더어렵게 만든 느낌이드네... 스텔라는 솔직히 정말 좋은 소재였다... 그리고 개연성은 밥말아먹었냐... sns로 손호준찾는것도 말도 안되고... 대충찍은영상을 짜집기한거같다... 너무 못만든 영화다... 캄보디아 아줌마... 그리고 박영규... 이런장면 너무 좋았다. 근디... 왜케 영화를 보면 불편하냐... ,5
오아시스,가슴이 먹먹하다.. 두시간이 넘는 러닝타임 임에도 불구하고 오롯이 한공주와 홍종두에 집중을 하게 만드는 문소리와 설경구의 미친 연기력.. 정말 명작인 이 영화를 이제라도 봐서 너무 다행이다.. ,10
극장판 귀멸의 칼날: 무한열차편,볼거없어서 선택했는데 엄청 재미있음. 더빙판이어서 대사가 약간 낮뜨겁다는거 빼면 나이스한선택,10
인민을 위해 복무하라,아 너무하지 않나...북한억양 흉내내기 어려워 어중간한 표준말로 쓰는거도 몰입안되고여배우들 연기력은 정말 너무 아쉽습니다. 초등학교 학예회 수준임...이게 어중간한 북한말서울말 섞인것땜에 그런건지 원래 연기력이 엉망인건지 구분이 모호하긴 한데아무튼 아....너무합네다 동지님,1
봄날,배우듈의 연기는 좋았으나 관객에게 뭘 전달하려고 만들었는지 알수 없음,1
더 배트맨,"하드보일드 누와르의 외피를 두른, 아마도 내가 가장 애정하게 될 배트맨의 탄생. 엔딩마저 이렇게 쓸쓸할 수가 있나?",9
이터널스,B급영화를 본듯한 마동석은 역대영화중 최악의 케릭터 졸리누님도 그렇고 기대를 많이했는데실망이너무크다 웬지 이터널스2가 나올거같은데개봉된다해도 안볼듯 ,1
루이스 웨인: 사랑을 그린 고양이 화가,배우들의 연기가 좋았어요귀여운 고양이들은 덤,8
타이타닉,명작중에명작 최고의영화,10
쇼생크 탈출,명작중에명작 최고의영화,10
그린 북,명작중에명작 최고의영화,10
레드 스패로,단단하게 쌓아올린 스토리의 탄탄함. 느슨해질 틈없이 흔들면서 끌고가는데 산만하지 않게하는 연기력 또한 훌륭하다 ,8
쉬즈 더 원,재미없다..아휴;;이랫다 저랫다.스토리도;; 짱깨가 쪽빠리 나라가서 쪽빠리 노래부르고 환상의 콜라보,3
봄날,장례식장에서 벌어지는 인간군상에 대한이야기. 연기파 배우들의 코믹물로 절대 딱딱하지 않다. ,8
헬로우 고스트,줄거리도머도 보지말고 그냥봐라.안본눈 사고싶다. 영화보면서 운적이 한번도 없는데 이영화에 펑펑쏟음,10
CCTV,이 영화의 특징은 알바생이 평점을 8-10점 준리뷰가 제일 아래 페이지에  징그럽게 많이 깔려있다는겁니다. 리뷰보는대만 2시간이 걸렸을정도로 리뷰가 많습니다.참고하세요. 절대 속으면 안됩니다.영화가 아니라 조잡한 &amp;#39;영상&amp;#39;이라고 보심됩니다. 감상포인트를 고르지않으면 등록이 안되네요. 없는데. 발연기가 포인트라 연기를 선택합니다.,1
언차티드,쌉명작 게임을 이렇게 망쳐놓는구먼,5
신비한 동물들과 덤블도어의 비밀,한마디로 재미 없다. 전작에 비해서도 재미없음.해리포터 세계관 자체가 별로인듯.매즈미켈슨만 하드캐리. 그러나 비중이 좀 적은 듯.,6
뜨거운 피,정우는. 주연급이아니다. 흥행파워도그렇고,1
더 배트맨,히어로무비가 아닌 로맨틱 스릴러 재난 영화,6
킹스맨: 퍼스트 에이전트,기대하고 보면 절대 안되는 영화. 킬링타임용보다 조금 나은 정도,4
암살," 연출, 연기, 소품, 캐릭터 모두 흠잡을데 없는 영화몇번을 봐도 질리지 않는다  다만 전우치,도둑들 대사톤이 겹쳐서 마이너스1점",9
신비한 동물들과 덤블도어의 비밀,꽃게춤 빼고는 남는게 없는 영화,1
찬실이는 복도 많지,오랫만에 좋은 영화 잘 봤습니다. 잔잔하지만 위트있고 소소한 감동도 있었어요. 앞으로도 이런 좋은 영화 자주 보고싶습니다.,10
더 컨트랙터,벌써 몇 작품이냐~ 벤 포스터와 크리스파인은 이제 유닛으로 활동 해야 할 듯 ㅎㅎ,6
화피,"기대같은거 전혀없이 틀어본 , 10년도 넘은 영화가 이렇게나 긴 여운을 남게할줄이야..1주일째 후유증에 시달리고있음. 이렇게 낮은 평점을 받을 영화가 아니다..이 애절한 스토리를 다 보고도 아무 감흥을 받지못한다면 , 감정이 메말른것이다...",10
니 부모 얼굴이 보고 싶다,배우와 연출의 힘! 설경구 배우도 좋았지만 오달수 배우님 오랜만에 볼 수 있어서 반가웠습니다. 메인 포스터에서 얼굴이 빠진게 안타깝네요.,8
야수,권상우 연기...하 2006년 감안해도 너무하네 ,1
쇼생크 탈출,hope is good thing,10
나는 네가 지난 여름에 한 일을 알고 있다,라이언이랑 제니퍼 비주얼 도랐다;;,8
아포칼립토,진짜여러번봤는데도 재밌음,10
건축학개론,대한민국남자라면 이런 스토리 하나쯤은 가지고 있을텐데...나 역시 이 스토리랑 싱크로율 60프로이상 비슷한 추억을 간직하고 있는 사람으로 생각할 때 영화가 전체적으로 잘 마무리되었지만 엄태웅과 한가인이 서로 마음을 확인한 후 한가인에게 키스만 하지 말고 미국 안 가고 한가인하고 한가인 아버지 돌보고 엄태웅 어머니 같이 모시고 살았어도 참 좋았겠다는 생각이 들어요. 그냥 첫사랑을 타이밍이 안 맞아서 안타깝게 이루지 못 한 사람들의 바램이죠 ,10
뜨거운 피,얽히고 설키고 배신과 피비린내가 진동한다. 정우의 연기는 대부2의 알파치노와 로버트드니로의 연기를 볼때와 비슷한 전율을 준다.,8
마스터,인생의 의미,10
엽기적인 그녀,왤케 웃기지오랜만에 각종 웃음은 다 왔다갔네요,10
니 부모 얼굴이 보고 싶다,일딴 좋은 배우들 두고 왜 이렇게 영화 찍으신거죠? ㅠ 어뜨케 보면 ㅇㄷㅅ 배우님의 복귀작이라고 봐도 무방하긴 해요 참.. 근데 뭐 감동 영화 노리고 하셨으면 진짜 열 너무 뻗치고 결국 설경구 아들도 가해자일텐데 쏙 빠져나가고 불쌍한척하고 뭐 이게 현실이라면 현실이겠져 근데 뭔가 억지 ㅋㅋ 같았어요ㅠ 그래서 좀 개노잼 시간 안간다 정도 어니지만 개연성도 그렇고 좀 부족하지 않았나... 해서 4점입니다,4
스텔라,평범한 코미디에서 감동까지 더해주는 아주 만족스런 영화였습니다.  온가족이 함께 보기에도 손색 없을듯!!,10
연인,예전 무협 액션이라 아날로그 감성을 자극하며 무술이 볼만하다. 역사의 한 획을 그은 배우들의 연기는 애절하고 안타까움을 잘 표현했다.,8
스타워즈: 라스트 제다이,이게 영화냐 내용은 없고 볼거리만 화려한 척 하네 PC도 적당히 해야지 ,1
디파티드,"평점테러라는 분들은 원작 무간도를 꼭 보시길... 헐리우드판도 아주 훌륭하나 워낙 홍콩놈들게 월 메이드라서 평점이 박한거임.  특히, 양조위의 연기는 디카프리오보다도 한수 위임. 원작보다 나은건 잭 니콜슨의 연기뿐.",8
디파티드,다른 느낌으로 담백하게 잘 봤습니다.,10
스타워즈: 라이즈 오브 스카이워커,똥인지 된장인지도 모르겠다 내용이 쓰레기네 ,1
낙원의 밤,갑만에 많이 웃고 잼있었요ㅋ,10
버블,그림체는 훌륭했음. 일본이 애니멘이션 선진국인지 알 수 있는 영화였지만 감독이 전하는 메세지가 난해함. 인어공주 이야기를 진부하지 않기 위해서 파쿠를 넣은건 신선했지만 결국에는 이도저도 아닌 이류 영화가 됐다고 생각이 듬.,6
반지의 제왕: 반지 원정대,2000년대 초반 세상이 바뀐날..,10
서울괴담,재미없어서 다시보기 무서운영화,2
인민을 위해 복무하라,"무광과 수련이 서로의 사랑을 증명하며 수령 하사품을 파괴하는 장면과, 사단장이 결국 모든 것이 계획대로 되었음에도 인간적인 고뇌를 어쩌지 못해 자신의 모든 것과 맞바꾼 훈장을 총으로 쏘는 장면이 좋았습니다. 또 15년 뒤 수련과 재회하기 위해 찾아간 무광이 안경을 벗고 모자와 군복을 갈아입으며 그때의 그 모습으로 만남을 기다리는 장면, 그러나 결국 재회하지 못하고 잔눈이 흩뿌리는 문을 나서는 절절한 뒷모습도 좋았습니다. 수련이 결국 무광을 찾아나서는 쿠키영상은 덤이네요. 더불어 실내의 소품과 앵글, 음악까지 에로영화로 비춰지지 않기위해 고심한 흔적이 엿보였습니다. 세간의 평과는 달리 오히려 보고 난 후 의외로 괜찮다고 생각했고, 연우진 배우님과 여러 조연들의 연기가 좋았기에 나름 즐거운 감상시간이었습니다. ",8
뜨거운 피,연기다들분명 잘하는데 반도못봤는데...   나만 잠옴?..ㅠ  ㅠ,2
기적,박정민 연기는 진짜 미친거같고.. 윤아는 정말 엑시트때 연기 너무 많이 늘었다고 생각했는데이젠 진짜 배우로 전향해도될꺼같네요. 너무재밌게 봤습니다. 내용도 내용이지만 연기에 감명받았어요.,10
프랙처드,hi04  미틴늠 &amp; 정신나간늠,9
용과 주근깨 공주,늑대아이에서 느꼈던 감동을 오랜만에 다시 느꼈네요 ,9
뜨거운 피,짧게 얘기할게시간 많으면 봐...10분짜리 느와르 120분으로 늘린 느낌.?그럼 대충 알겠지??,4
신비한 동물들과 덤블도어의 비밀,재밌그든요 진짜 재미없단 사람 모에요 흥흥 안봤으면 눈물 흘릴뻔~ 남친이랑 넘 재밌어하면서 봤는데 말이죠 지루 ㄴ ㄴ 당장 보시고 시즌 다 나와!!!!,10
데드 캠프,킬링타임용 볼만해요.,8
특송,배우들 연기는 훌룡했지만 스토리가 개판인건 어쩔수가없다. ,5
스펜서,"미래라는 시제는 존재하지 않는 감옥 같은 궁궐. 공황장애를 간접 체험케 하는 촬영과 음악, 연기는 가히 미친 수준. 실화와는 다르게 자신이 자기자신이 되는 순간 사람은 가장 강력해진다.",8
아웃브레이크,이 당시에 이런 영화를 만들다니 대단합니다헬기까지 나오고 스케일이 역시 다릅니다,10
신비한 동물들과 덤블도어의 비밀,호그와트  나오면서 브금 깔릴 때 너무 좋았음. 뉴트랑 신비한 동물들 나올때 나도모르게 광대 폭발함.. 그 외에는 전부 아쉬움 그래도 다음편을 봐야 내 속이 시원할 듯 함,7
루이스 웨인: 사랑을 그린 고양이 화가,고양이와의 잔잔한 행복영상이 아니라 생각보다 우울하고 가슴아픈 사랑이야기 였던 영화,9
라스트 듀얼: 최후의 결투,러닝타임만 길고 도대체 알맹이가 없어 알맹이가!!! 그래서 뭐 어쩌라고?! 간통을 한 건지.. 강간을 당한 건지.. 뭐뭐뭐 그래서 어쩌라고!!! 이 영화를 보고 남는 게 도대체 뭔데?! 진짜 어처구니 없는 영화네;;,1
해무,쯔쯔해무허무를재미있게 잘 풀어낸 영화,10
더 배트맨,로버트 패틴슨 은 그냥 배트맨이다!!!,10
스파이더맨: 노 웨이 홈,톰홀랜드표 스파이더맨은 발암. 역대 스파이더맨들의 활약이 그나마 영화 살림..,7
중경삼림,"금성무, 양조위 비주얼과 눈빛만으로도 압살하는데 적절한 ost와 미장센 가득한 연출까지... 왕페이 역은 너무 맘에 안들었지만 은유적 의미로 받아들여야지뭐...",10
지금 만나러 갑니다,슬프지만 참 행복한 영화에요 :) 예진언니 눈물여왕,10
괴기맨숀,오랜만에 찾은 진정한 공포영화평점이 왜 낮은지 모르겠으나 거의 모든 공포영화를 섭렵한 나에게는기담이후 최고였다,10
킹메이커,예전에 아버지가 전라도 출신이라서 지역감정은 언제 어떻게 생겨서 전라도 사람들이 아직까지도 그러느냐고 여쭤본적이 있었다. 아버지는 옛날부터 박근혜를 머리비었다고 제일싫어했던게 기억이난다. 그런 아버지께서 말씀하시길 지역감정조장은 확실히 60년대후반에 전라도에서 신민당 연설을 직접들으셨다고 하셨다. 그전만해도 경상도전라도 지역감정 전혀없었다고한다. 근데 영화를보니 71년도 대선에 박통이 했다고 나오는데 이건 너무 김대중대통령을 신격화하는게 아닌가싶다하긴 영화흐름상 김대중대통령측에서 했다고 하는것도 안맞긴한것같다만 너무나 김대중대통령은 선이고 박정희대통령은 악이고 김영삼대통령은 약속안지키는 간신배처럼 나온걸 보니 그냥 김대중대통령을 위한 좌파영화라는생각이든다언제쯤 우리는 우파좌파가아닌 중립에서의 영화를 보게될까...아버지가 전라도이고 어머니가 경상도인 나로써는 항상 그덕분에 중립에서 지켜보려고 노력한다.내가 어릴적엔 선거를하면 사람을 보고 뽑아라고 배웠는데 지금 좌우이념이 강한 부모들은 자식들한테 뭐라고 가르치는지 정말 궁금하다!,9
인민을 위해 복무하라,연우진이 멱살잡고쌉캐리 여배우 연기몰입은 눈부신 미모에 묻힘 너무아름다웠다..,10
중경삼림,살아본 적도 없는 그 때가 그리워지는 건 왤까.,9
부기나이트,죽고싶은 밤이네...,6
뜨거운 피,전형적인 조폭영화지만 소설이 원작이라서 뭔가 개연성이있어서 좋았음,9
스텔라,생각외로 잼있었네요. 아무 생각없이 보기 좋음,10
이스케이프 룸 2: 노 웨이 아웃,"짜임새 있는 스토리. 억지일 수 있는 주제지만 너무 자연스럽게 풀어냈다보는내내 손에 땀을쥐고 본 영화 1편2편 연속 3시간 봤지만 3편,4편있다면 연속 6시간도 볼수있는 영화. 너무 재밌다",10
베놈 2: 렛 데어 비 카니지,전개도 빠르고 액션도 좋은데 뭔가 허전함,7
극장판 주술회전 0,bgm이 미쳤고 연출이 훌륭합니다.성우들의 연기도 멋졌어요.전체적으로 재밌게 관람했습니다.,9
강릉,와 이게 평점 7대 ㅋ 대한민국 영화 수준인가,1
남산의 부장들,ㅋㅋ 그냥 문재앙이 간첩이었다는 영화를 만드는게 더 현실적일듯 ㅋㅋㅋ 감독은 무조건 문재앙 찢재명 찍었음 ㅋ,2
모비우스,그렇게 나쁘진 않았다. 그리고 맷 스미스의 연기가 너무 좋았다. 계속 볼 수 있기를,6
스텔라,시간 때우기로 나쁘진 않은데...너무 억지스럽다....중간이후부터 몰입이 전혀 안됨.,2
패러렐 마더스,딸애서 딸로 이어지는 그 연대의 견고함,7
킹 리차드,"내가 미친사람 처럼 보이겠지만요, 가족은 당신이 미친짓도 하게 만든답니다.",7
더 배트맨,전율을 느껴라!!! 그리고 마지막...,10
로스트 시티,아무생각없이 재밌게 볼 수 있는 영화라 너무 좋았다!,8
중경삼림,"삶은 변하기에 소중하지만, 너무 소중해서 변하는 걸 참을 수 없는 모든 사람들에게",10
신비한 동물들과 덤블도어의 비밀,너무 아쉽다...그래도 속편이 나오면 좋겠다..  다음부턴 신동사랑 덤블도어 이야기를 분리하면 더 좋을 듯,6
해무,말도 안되는 스토리....,1
파송송 계란탁,국산 로드무비중 이영화를 빼면 섭하지. 기차역 낭만고양이씬은 정말 최고,9
김복남 살인사건의 전말,감독의 디테일과 서영희의 광기연기의 전말,7
백두산,그냥 저냥 ...800만은 오바인듯 수지 연기 너무 못해... ,5
불도저에 탄 소녀,김혜윤 배우 연기력으로 몰입하게 만든다.,10
해적: 도깨비 깃발,ㅋㅋ 재밌네요 ㅋㅋㅋㅋ,10
베놈 2: 렛 데어 비 카니지,재미없음 진짜로 이거 볼 바에 딴 걸 보셈,2
퍼펙트맨,아무리 가벼운 b급 영화라고 해도 정도는 지켜야되지 않아요?,1
나일 강의 죽음,원작이 있는 만큼 설정이 탄탄한 편이라 긴장감 있게 잘 봤습니다,7
블라인드 멜로디,스릴러인데 웃기고 반전보는재미가 있음,8
별난 두 영웅,심형래 박미선의 통쾌한 코믹액션 요즘 영화 보다 낫다 ㅋ ,10
안테벨룸,조금 아쉬는 부분은 있지만 적당히 볼만했고 특히 오프닝이 인상적이었습니다,7
신비한 동물들과 덤블도어의 비밀,노래는 역시 웅장한데 내용이.... 조금 졸렸네요,6
인셉션,최소 두번은 봐야하는 영화,10
더 배트맨,한 시간만 쳐내면 훨씬 좋았을 듯 한데.. 전체적 분위기나 ost는 좋았습니다 그걸로 5점은 먹고 들어가는,7
레벤느망,그 때나 지금이나 다를게 없는 이야기.. 보는 동안 고통스러웠지만 외면할 수는 없는,8
스펜서,"공감이 어려운 세계의 이야기였지만 크리스틴의 연기와 영상, 연출은 좋았습니다",7
아메리칸 셰프,미국가서 먹어보고싶다..,10
모비우스,분장이 조금 애매하네요.. 킬링타임용으로 적당했습니다,5
앰뷸런스,뜬금없는 신파만 좀 쳐내면 좋았겠지만 긴 러닝타임에도 불구 즐겁게 봤습니다,6
루이스 웨인: 사랑을 그린 고양이 화가,"한폭의 그림같은 영상과 어우러지는 ost도 좋았고, 주연배우의 연기가 인상적이었습니다",8
젠틀맨,"가이 리치 감독의 초기 영화들을 생각하게 해주는데, 빠르고 감각적인 편집과 매력적인 대사와 시종 흥미진진한 전개가 정말이지 예술이다. 단, 이야기 자체는 다소 평범해서 조금 아쉽다.",7
칠드런 액트,뭐지???이영화 하고싶은 얘기가 뭐냐?,1
공기살인,이건 꼭 보셨으면 좋겠습니다. 누구나 피해자 또는 피해자의 가족이 될 수 있기에 보면서 화가 많이 났습니다.  영화 보고 유튜브에 이것저것 영상 찾아봤는데 피해자 분들을 보니 정말 마음이 아프더라구요. 이 영화를 통해 다시 한번 세상에 확실하게 알려져서 잘못을 행한 사람들은 반드시 그 책임을 지셨으면 좋겠습니다.,10
부기나이트,봐라....느낄것이다....나라면 어쩔것이냐....결과적으론 핵때문이지만....,8
니 부모 얼굴이 보고 싶다,연기력이 다들 장난 아니네여,10
더 배트맨,3시간 내내 졸았네요무슨 탐정 어쩌고 하는데 결국 리들러 따라다니기만 하고 무슨 추리를 한거지,1
엑스맨 탄생: 울버린,x맨 시리즈 2번째 명작. 캐릭터도 너무 개성있고 몰입감 진짜 최고인 영화...,10
신비한 동물사전,최근 10년간 이보다 감미롭고 흥미로우며 따뜻한 영화는 없었을듯 하다.. 두 사람의 키스가 아름다웠고 마음 아팠으나 희망이 남아 행복할 수 있는 발걸음처럼 눈물콧물 반죽 드라마 한편이네,10
야차, 양동근 연기가 정말 ! ㅋ~ ,10
부기나이트,꿈과 현실 사이에서 우왕좌왕하는 최후의 밤,4
언차티드,참 이것도 영화라고 만들어놓은게 신기하네 어휴 한심,1
모럴센스,쓰레기영화 서현 정떨어짐,1
더 배트맨,재밌는 소재들 다 가져왔지만막 재밌지도 않고 재미 없지도 않은..지루하지는 않은 평범한 영화였다..많은 것들을 짬뽕시켜 3시간 동안 풀어 냈지만..배트맨 3부작과 크게 다른 것이 안 느껴진다...개인적으로는 배트맨이 배트맨이 아닌 무적갑옷 입은 존윅이여서 더 아쉬웠다...,6
사이다처럼 말이 톡톡 솟아올라,처음으로 평점써봄... 노래 완벽,10
베놈 2: 렛 데어 비 카니지,1보다 재밌었는데 배우들 연기도 좋았고..1은 너무 순한맛이었음..글구 앤은 댄하구 결혼해야함 댄이 넘 착하고 용감해ㅋㅋㅋ,8
가면의 정사,팜므파탈 영화의 초기. 이러다가 위험한 정사가 피크. 당시의 유행.,7
러덜리스,기대없이 봤다가 세번 본 영화.,10
짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,"로봇화 되었단 것을 모른 체 기억이 옮겨진 존재는 어떤 존재일까? 인간의 정의에 대해 의문을 던지는 영화. 만약 로봇화가 아닌 같은 기억을 가진 유기체였다면 진짜 존재를 구분할 수 있었을까. 아이의 입장에서 겉모습은 중요하지 않았으며, 어른의 입장에서는 함께 지내왔던 외양과 객관적 판단을 볼 수 있었던 이야기. 같은 기억을 가진 로봇 아빠가 진짜 아빠임을 포기하게 되는 후반부는 마음이 찢어지는 듯 하다. 아쉬운 점은 후반부의 악당과의 해소 부분을 너무나도 아쉽게 마무리 해버렸다는 점.  하지만 초반부와 극후반부만으로도 볼 가치가 충분한 어른을 위한 영화.",10
시월애,"나의 인생영화..정말 오랜만에 다시 감상했다. 영화 오프닝과 함께 깔리는 ost 듣자마자 울컥..영화가 끝나고 왜이리 가슴이 아리는지...개봉일 확인하고 그 때 당시 선물 받은 cd발매일 확인 후..알게 되었다. 그 이유를. 그 해 2000년 하반기에..그래서 그랬네. 영화 내용과 닮은 내 이야기, 결말은 달랐지만 ..지금봐도 명작임♡ ",10
범죄도시,마동석이라는 장르,6
베놈 2: 렛 데어 비 카니지,순풍산부인과 13화가 더 재미있겠다,2
365일: 오늘,뭐야 이 유치한 포르노는 ㅋㅋㅋㅋ,2
앰뷸런스,요샌영화들이 죄다쓰레기뿐인데 이작품은 연출도좋고 스토리도 전달하는바가 크네요,8
낙원의 밤,몰입감있다. 재밌다라는 얘기지.,10
버블,eve 노래가 가장 좋았음 근데 여주 얼굴이 내가 싫어하는 그림 스타일이라 보기가 좀 싫음 내용도 다 예상 한대로 맞아 들어감 너무 차라리 이거 볼빠에 다른 영화 보던가 걍 자러가셈 만들때 복사 붙여넣기 한거같음 비추 일단 나부터,1
드라이브 마이 카,영혼을 정화시키는 힐링 영화입니다.,10
버블,작화랑 연출은 괜찮은데 스토리가 너무 진부합니다,4
버블,이 영화 제목그대로 거품입니다.,10
신비한 동물들과 덤블도어의 비밀,신비한 동물사전이래서 동물 보러 갔던 1탄..점점 동물이 안나와서 눈물이 나네요ㅠ이번편은 너무 해리포터를 어느 정도 알아야 하는 내용이 많아서 집 가서 다시 찾아봤어요ㅠ신비한 동물 더 나왔음 좋겠습니다 전갈춤 하나로 5점입니다,6
클로젯,노골적인 아동 캠페인 학습용 영화. 배우들도 성의 있게 열연했다는 느낌은 잘 못 받겠어요,5
